"TIME","GEO","UNIT","NA_ITEM","Value"
"2014","Norway","Current prices, units of national currency per capita","Final consumption expenditure of general government","134,700"
"2014","Norway","Current prices, units of national currency per capita","Individual consumption expenditure of general government","91,500"
"2014","Norway","Current prices, units of national currency per capita","Collective consumption expenditure of general government","43,200"
"2014","Norway","Current prices, PPS per capita","Gross domestic product at market prices","48,200"
"2014","Norway","Current prices, PPS per capita","Final consumption expenditure","30,300"
"2014","Norway","Current prices, PPS per capita","Final consumption expenditure of general government","10,600"
"2014","Norway","Current prices, PPS per capita","Individual consumption expenditure of general government","7,200"
"2014","Norway","Current prices, PPS per capita","Collective consumption expenditure of general government","3,400"
"2014","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","67,300"
"2014","Norway","Chain linked volumes (2010), euro per capita","Final consumption expenditure","43,700"
"2014","Norway","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","14,400"
"2014","Norway","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","9,600"
"2014","Norway","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","4,700"
"2014","Norway","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","101.6"
"2014","Norway","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","104.0"
"2014","Norway","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","101.2"
"2014","Norway","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","100.0"
"2014","Norway","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","103.6"
"2014","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","64,700"
"2014","Switzerland","Current prices, euro per capita","Final consumption expenditure","42,200"
"2014","Switzerland","Current prices, euro per capita","Final consumption expenditure of general government","7,200"
"2014","Switzerland","Current prices, euro per capita","Individual consumption expenditure of general government","4,100"
"2014","Switzerland","Current prices, euro per capita","Collective consumption expenditure of general government","3,100"
"2014","Switzerland","Current prices, units of national currency per capita","Gross domestic product at market prices","78,600"
"2014","Switzerland","Current prices, units of national currency per capita","Final consumption expenditure","51,200"
"2014","Switzerland","Current prices, units of national currency per capita","Final consumption expenditure of general government","8,800"
"2014","Switzerland","Current prices, units of national currency per capita","Individual consumption expenditure of general government","5,000"
"2014","Switzerland","Current prices, units of national currency per capita","Collective consumption expenditure of general government","3,800"
"2014","Switzerland","Current prices, PPS per capita","Gross domestic product at market prices","45,000"
"2014","Switzerland","Current prices, PPS per capita","Final consumption expenditure","29,300"
"2014","Switzerland","Current prices, PPS per capita","Final consumption expenditure of general government","5,000"
"2014","Switzerland","Current prices, PPS per capita","Individual consumption expenditure of general government","2,900"
"2014","Switzerland","Current prices, PPS per capita","Collective consumption expenditure of general government","2,200"
"2014","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","57,300"
"2014","Switzerland","Chain linked volumes (2010), euro per capita","Final consumption expenditure","37,500"
"2014","Switzerland","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","6,200"
"2014","Switzerland","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","3,500"
"2014","Switzerland","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,700"
"2014","Switzerland","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","102.5"
"2014","Switzerland","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","102.8"
"2014","Switzerland","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","103.8"
"2014","Switzerland","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","105.6"
"2014","Switzerland","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","101.6"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Gross domestic product at market prices","4,100"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Final consumption expenditure","3,600"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Final consumption expenditure of general government","700"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Individual consumption expenditure of general government","300"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Collective consumption expenditure of general government","400"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Gross domestic product at market prices","255,200"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Final consumption expenditure","221,800"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Final consumption expenditure of general government","43,700"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Individual consumption expenditure of general government","21,000"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, units of national currency per capita","Collective consumption expenditure of general government","22,700"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Gross domestic product at market prices","10,000"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Final consumption expenditure","8,700"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Final consumption expenditure of general government","1,700"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Individual consumption expenditure of general government","800"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, PPS per capita","Collective consumption expenditure of general government","900"
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,700"
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Final consumption expenditure","3,300"
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","700"
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government",":"
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government",":"
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","108.0"
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","100.6"
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","106.7"
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government",":"
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government",":"
"2014","Albania","Current prices, euro per capita","Gross domestic product at market prices","3,400"
"2014","Albania","Current prices, euro per capita","Final consumption expenditure","3,200"
"2014","Albania","Current prices, euro per capita","Final consumption expenditure of general government","400"
"2014","Albania","Current prices, euro per capita","Individual consumption expenditure of general government","200"
"2014","Albania","Current prices, euro per capita","Collective consumption expenditure of general government","200"
"2014","Albania","Current prices, units of national currency per capita","Gross domestic product at market prices","481,900"
"2014","Albania","Current prices, units of national currency per capita","Final consumption expenditure","448,300"
"2014","Albania","Current prices, units of national currency per capita","Final consumption expenditure of general government","55,200"
"2014","Albania","Current prices, units of national currency per capita","Individual consumption expenditure of general government","27,700"
"2014","Albania","Current prices, units of national currency per capita","Collective consumption expenditure of general government","27,600"
"2014","Albania","Current prices, PPS per capita","Gross domestic product at market prices","8,300"
"2014","Albania","Current prices, PPS per capita","Final consumption expenditure","7,700"
"2014","Albania","Current prices, PPS per capita","Final consumption expenditure of general government","1,000"
"2014","Albania","Current prices, PPS per capita","Individual consumption expenditure of general government","500"
"2014","Albania","Current prices, PPS per capita","Collective consumption expenditure of general government","500"
"2014","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,300"
"2014","Albania","Chain linked volumes (2010), euro per capita","Final consumption expenditure","3,000"
"2014","Albania","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","400"
"2014","Albania","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","200"
"2014","Albania","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","200"
"2014","Albania","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","107.7"
"2014","Albania","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","108.0"
"2014","Albania","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","111.1"
"2014","Albania","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","113.3"
"2014","Albania","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","109.0"
"2014","Serbia","Current prices, euro per capita","Gross domestic product at market prices","4,700"
"2014","Serbia","Current prices, euro per capita","Final consumption expenditure","4,400"
"2014","Serbia","Current prices, euro per capita","Final consumption expenditure of general government","800"
"2014","Serbia","Current prices, euro per capita","Individual consumption expenditure of general government","500"
"2014","Serbia","Current prices, euro per capita","Collective consumption expenditure of general government","300"
"2014","Serbia","Current prices, units of national currency per capita","Gross domestic product at market prices","548,000"
"2014","Serbia","Current prices, units of national currency per capita","Final consumption expenditure","511,600"
"2014","Serbia","Current prices, units of national currency per capita","Final consumption expenditure of general government","97,200"
"2014","Serbia","Current prices, units of national currency per capita","Individual consumption expenditure of general government","61,800"
"2014","Serbia","Current prices, units of national currency per capita","Collective consumption expenditure of general government","35,400"
"2014","Serbia","Current prices, PPS per capita","Gross domestic product at market prices","10,100"
"2014","Serbia","Current prices, PPS per capita","Final consumption expenditure","9,500"
"2014","Serbia","Current prices, PPS per capita","Final consumption expenditure of general government","1,800"
"2014","Serbia","Current prices, PPS per capita","Individual consumption expenditure of general government","1,100"
"2014","Serbia","Current prices, PPS per capita","Collective consumption expenditure of general government","700"
"2014","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,200"
"2014","Serbia","Chain linked volumes (2010), euro per capita","Final consumption expenditure","3,900"
"2014","Serbia","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","800"
"2014","Serbia","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","500"
"2014","Serbia","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","300"
"2014","Serbia","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","103.3"
"2014","Serbia","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","100.0"
"2014","Serbia","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","103.4"
"2014","Serbia","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","104.0"
"2014","Serbia","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","102.1"
"2015","European Union (28 countries)","Current prices, euro per capita","Gross domestic product at market prices","28,900"
"2015","European Union (28 countries)","Current prices, euro per capita","Final consumption expenditure","22,200"
"2015","European Union (28 countries)","Current prices, euro per capita","Final consumption expenditure of general government","5,900"
"2015","European Union (28 countries)","Current prices, euro per capita","Individual consumption expenditure of general government","3,700"
"2015","European Union (28 countries)","Current prices, euro per capita","Collective consumption expenditure of general government","2,200"
"2015","European Union (28 countries)","Current prices, units of national currency per capita","Gross domestic product at market prices","28,900"
"2015","European Union (28 countries)","Current prices, units of national currency per capita","Final consumption expenditure","22,200"
"2015","European Union (28 countries)","Current prices, units of national currency per capita","Final consumption expenditure of general government","5,900"
"2015","European Union (28 countries)","Current prices, units of national currency per capita","Individual consumption expenditure of general government","3,700"
"2015","European Union (28 countries)","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,200"
"2015","European Union (28 countries)","Current prices, PPS per capita","Gross domestic product at market prices","28,900"
"2015","European Union (28 countries)","Current prices, PPS per capita","Final consumption expenditure","22,200"
"2015","European Union (28 countries)","Current prices, PPS per capita","Final consumption expenditure of general government","5,900"
"2015","European Union (28 countries)","Current prices, PPS per capita","Individual consumption expenditure of general government","3,700"
"2015","European Union (28 countries)","Current prices, PPS per capita","Collective consumption expenditure of general government","2,200"
"2015","European Union (28 countries)","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","26,500"
"2015","European Union (28 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure","20,300"
"2015","European Union (28 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","5,500"
"2015","European Union (28 countries)","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","3,500"
"2015","European Union (28 countries)","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,000"
"2015","European Union (28 countries)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","104.1"
"2015","European Union (28 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","101.5"
"2015","European Union (28 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","101.5"
"2015","European Union (28 countries)","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","103.3"
"2015","European Union (28 countries)","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","98.7"
"2015","European Union (15 countries)","Current prices, euro per capita","Gross domestic product at market prices","33,400"
"2015","European Union (15 countries)","Current prices, euro per capita","Final consumption expenditure","25,800"
"2015","European Union (15 countries)","Current prices, euro per capita","Final consumption expenditure of general government","6,900"
"2015","European Union (15 countries)","Current prices, euro per capita","Individual consumption expenditure of general government","4,400"
"2015","European Union (15 countries)","Current prices, euro per capita","Collective consumption expenditure of general government","2,500"
"2015","European Union (15 countries)","Current prices, units of national currency per capita","Gross domestic product at market prices","33,400"
"2015","European Union (15 countries)","Current prices, units of national currency per capita","Final consumption expenditure","25,800"
"2015","European Union (15 countries)","Current prices, units of national currency per capita","Final consumption expenditure of general government","6,900"
"2015","European Union (15 countries)","Current prices, units of national currency per capita","Individual consumption expenditure of general government","4,400"
"2015","European Union (15 countries)","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,500"
"2015","European Union (15 countries)","Current prices, PPS per capita","Gross domestic product at market prices","31,300"
"2015","European Union (15 countries)","Current prices, PPS per capita","Final consumption expenditure","24,100"
"2015","European Union (15 countries)","Current prices, PPS per capita","Final consumption expenditure of general government","6,500"
"2015","European Union (15 countries)","Current prices, PPS per capita","Individual consumption expenditure of general government","4,100"
"2015","European Union (15 countries)","Current prices, PPS per capita","Collective consumption expenditure of general government","2,400"
"2015","European Union (15 countries)","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","30,600"
"2015","European Union (15 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure","23,500"
"2015","European Union (15 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","6,500"
"2015","European Union (15 countries)","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","4,100"
"2015","European Union (15 countries)","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,300"
"2015","European Union (15 countries)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","103.0"
"2015","European Union (15 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","100.5"
"2015","European Union (15 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","100.8"
"2015","European Union (15 countries)","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","102.6"
"2015","European Union (15 countries)","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","97.7"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Gross domestic product at market prices","30,900"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Final consumption expenditure","23,300"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Final consumption expenditure of general government","6,400"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Individual consumption expenditure of general government","4,000"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Collective consumption expenditure of general government","2,400"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, units of national currency per capita","Gross domestic product at market prices","30,900"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, units of national currency per capita","Final consumption expenditure","23,300"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, units of national currency per capita","Final consumption expenditure of general government","6,400"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, units of national currency per capita","Individual consumption expenditure of general government","4,000"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,400"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, PPS per capita","Gross domestic product at market prices","30,700"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, PPS per capita","Final consumption expenditure","23,200"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, PPS per capita","Final consumption expenditure of general government","6,400"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, PPS per capita","Individual consumption expenditure of general government","4,000"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, PPS per capita","Collective consumption expenditure of general government","2,400"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,200"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), euro per capita","Final consumption expenditure","22,100"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","6,100"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","3,900"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,300"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","102.4"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","99.9"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","100.6"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","102.0"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","98.3"
"2015","Euro area (19 countries)","Current prices, euro per capita","Gross domestic product at market prices","30,900"
"2015","Euro area (19 countries)","Current prices, euro per capita","Final consumption expenditure","23,300"
"2015","Euro area (19 countries)","Current prices, euro per capita","Final consumption expenditure of general government","6,400"
"2015","Euro area (19 countries)","Current prices, euro per capita","Individual consumption expenditure of general government","4,000"
"2015","Euro area (19 countries)","Current prices, euro per capita","Collective consumption expenditure of general government","2,400"
"2015","Euro area (19 countries)","Current prices, units of national currency per capita","Gross domestic product at market prices","30,900"
"2015","Euro area (19 countries)","Current prices, units of national currency per capita","Final consumption expenditure","23,300"
"2015","Euro area (19 countries)","Current prices, units of national currency per capita","Final consumption expenditure of general government","6,400"
"2015","Euro area (19 countries)","Current prices, units of national currency per capita","Individual consumption expenditure of general government","4,000"
"2015","Euro area (19 countries)","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,400"
"2015","Euro area (19 countries)","Current prices, PPS per capita","Gross domestic product at market prices","30,700"
"2015","Euro area (19 countries)","Current prices, PPS per capita","Final consumption expenditure","23,200"
"2015","Euro area (19 countries)","Current prices, PPS per capita","Final consumption expenditure of general government","6,400"
"2015","Euro area (19 countries)","Current prices, PPS per capita","Individual consumption expenditure of general government","4,000"
"2015","Euro area (19 countries)","Current prices, PPS per capita","Collective consumption expenditure of general government","2,400"
"2015","Euro area (19 countries)","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,200"
"2015","Euro area (19 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure","22,100"
"2015","Euro area (19 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","6,100"
"2015","Euro area (19 countries)","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","3,900"
"2015","Euro area (19 countries)","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,300"
"2015","Euro area (19 countries)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","102.4"
"2015","Euro area (19 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","99.9"
"2015","Euro area (19 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","100.6"
"2015","Euro area (19 countries)","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","102.0"
"2015","Euro area (19 countries)","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","98.3"
"2015","Euro area (12 countries)","Current prices, euro per capita","Gross domestic product at market prices","31,600"
"2015","Euro area (12 countries)","Current prices, euro per capita","Final consumption expenditure","23,900"
"2015","Euro area (12 countries)","Current prices, euro per capita","Final consumption expenditure of general government","6,600"
"2015","Euro area (12 countries)","Current prices, euro per capita","Individual consumption expenditure of general government","4,100"
"2015","Euro area (12 countries)","Current prices, euro per capita","Collective consumption expenditure of general government","2,400"
"2015","Euro area (12 countries)","Current prices, units of national currency per capita","Gross domestic product at market prices","31,600"
"2015","Euro area (12 countries)","Current prices, units of national currency per capita","Final consumption expenditure","23,900"
"2015","Euro area (12 countries)","Current prices, units of national currency per capita","Final consumption expenditure of general government","6,600"
"2015","Euro area (12 countries)","Current prices, units of national currency per capita","Individual consumption expenditure of general government","4,100"
"2015","Euro area (12 countries)","Current prices, units of national currency per capita","Collective consumption expenditure of general government","2,400"
"2015","Euro area (12 countries)","Current prices, PPS per capita","Gross domestic product at market prices","31,100"
"2015","Euro area (12 countries)","Current prices, PPS per capita","Final consumption expenditure","23,500"
"2015","Euro area (12 countries)","Current prices, PPS per capita","Final consumption expenditure of general government","6,500"
"2015","Euro area (12 countries)","Current prices, PPS per capita","Individual consumption expenditure of general government","4,100"
"2015","Euro area (12 countries)","Current prices, PPS per capita","Collective consumption expenditure of general government","2,400"
"2015","Euro area (12 countries)","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,900"
"2015","Euro area (12 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure","22,600"
"2015","Euro area (12 countries)","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","6,300"
"2015","Euro area (12 countries)","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","4,000"
"2015","Euro area (12 countries)","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,300"
"2015","Euro area (12 countries)","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","102.1"
"2015","Euro area (12 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","99.6"
"2015","Euro area (12 countries)","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","100.4"
"2015","Euro area (12 countries)","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","101.9"
"2015","Euro area (12 countries)","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","98.0"
"2015","Belgium","Current prices, euro per capita","Gross domestic product at market prices","36,600"
"2015","Belgium","Current prices, euro per capita","Final consumption expenditure","27,500"
"2015","Belgium","Current prices, euro per capita","Final consumption expenditure of general government","8,700"
"2015","Belgium","Current prices, euro per capita","Individual consumption expenditure of general government","5,600"
"2015","Belgium","Current prices, euro per capita","Collective consumption expenditure of general government","3,100"
"2015","Belgium","Current prices, units of national currency per capita","Gross domestic product at market prices","36,600"
"2015","Belgium","Current prices, units of national currency per capita","Final consumption expenditure","27,500"
"2015","Belgium","Current prices, units of national currency per capita","Final consumption expenditure of general government","8,700"
"2015","Belgium","Current prices, units of national currency per capita","Individual consumption expenditure of general government","5,600"
"2015","Belgium","Current prices, units of national currency per capita","Collective consumption expenditure of general government","3,100"
"2015","Belgium","Current prices, PPS per capita","Gross domestic product at market prices","34,200"
"2015","Belgium","Current prices, PPS per capita","Final consumption expenditure","25,700"
"2015","Belgium","Current prices, PPS per capita","Final consumption expenditure of general government","8,200"
"2015","Belgium","Current prices, PPS per capita","Individual consumption expenditure of general government","5,300"
"2015","Belgium","Current prices, PPS per capita","Collective consumption expenditure of general government","2,900"
"2015","Belgium","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,200"
"2015","Belgium","Chain linked volumes (2010), euro per capita","Final consumption expenditure","25,500"
"2015","Belgium","Chain linked volumes (2010), euro per capita","Final consumption expenditure of general government","8,000"
"2015","Belgium","Chain linked volumes (2010), euro per capita","Individual consumption expenditure of general government","5,200"
"2015","Belgium","Chain linked volumes (2010), euro per capita","Collective consumption expenditure of general government","2,800"
"2015","Belgium","Chain linked volumes, Index 2010=100, per capita","Gross domestic product at market prices","102.0"
"2015","Belgium","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure","100.8"
"2015","Belgium","Chain linked volumes, Index 2010=100, per capita","Final consumption expenditure of general government","101.7"
"2015","Belgium","Chain linked volumes, Index 2010=100, per capita","Individual consumption expenditure of general government","103.9"
"2015","Belgium","Chain linked volumes, Index 2010=100, per capita","Collective consumption expenditure of general government","97.8"
"2015","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","6,300"
"2015","Bulgaria","Current prices, euro per capita","Final consumption expenditure","4,900"
"2015","Bulgaria","Current prices, euro per capita","Final consumption expenditure of general government","1,000"
"2015","Bulgaria","Current prices, euro per capita","Individual consumption expenditure of general government","500"
"2015","Bulgaria","Current prices, euro per capita","Collective consumption expenditure of general government","500"
"2015","Bulgaria","Current prices, units of national currency per capita","Gross domestic product at market prices","12,300"
"2015","Bulgaria","Current prices, units of national currency per capita","Final consumption expenditure","9,700"
"2015","Bulgaria","Current prices, units of national currency per capita","Final consumption expenditure of general government","2,000"
"2015","Bulgaria","Current prices, units of national currency per capita","Individual consumption expenditure of general government","1,000"
"2015","Bulgaria","Current prices, units of national currency per capita","Collective consumption expenditure of general government","1,000"
"2015","Bulgaria","Current prices, PPS per capita","Gross domestic product at market prices","13,600"
"2015","Bulgaria","Current prices, PPS per capita","Final consumption expenditure","10,700"
"2015","Bulgaria","Current prices, PPS per capita","Final consumption expenditure of general government","2,200"
