"TIME","GEO","SEX","AGE","UNIT","REASON","Value","Flag and Footnotes"
"2015","Greece","Females","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Greece","Females","From 15 to 19 years","Percentage","In education or training",":","u"
"2015","Greece","Females","From 15 to 19 years","Percentage","Other",":","c"
"2015","Greece","Females","From 15 to 24 years","Percentage","Could not find a full-time job","64.5",""
"2015","Greece","Females","From 15 to 24 years","Percentage","Own illness or disability",":",""
"2015","Greece","Females","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2015","Greece","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","c"
"2015","Greece","Females","From 15 to 24 years","Percentage","In education or training","26.3",""
"2015","Greece","Females","From 15 to 24 years","Percentage","Other",":","u"
"2015","Greece","Females","From 15 to 29 years","Percentage","Could not find a full-time job","72.9",""
"2015","Greece","Females","From 15 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Greece","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities","4.0","u"
"2015","Greece","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","3.2","u"
"2015","Greece","Females","From 15 to 29 years","Percentage","In education or training","12.6",""
"2015","Greece","Females","From 15 to 29 years","Percentage","Other","7.1","u"
"2015","Greece","Females","From 20 to 24 years","Percentage","Could not find a full-time job","67.4",""
"2015","Greece","Females","From 20 to 24 years","Percentage","Own illness or disability",":",""
"2015","Greece","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2015","Greece","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","c"
"2015","Greece","Females","From 20 to 24 years","Percentage","In education or training","23.3",""
"2015","Greece","Females","From 20 to 24 years","Percentage","Other",":","u"
"2015","Greece","Females","From 20 to 29 years","Percentage","Could not find a full-time job","74.2",""
"2015","Greece","Females","From 20 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Greece","Females","From 20 to 29 years","Percentage","Other family or personal responsabilities","4.1","u"
"2015","Greece","Females","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","3.3","u"
"2015","Greece","Females","From 20 to 29 years","Percentage","In education or training","11.1",""
"2015","Greece","Females","From 20 to 29 years","Percentage","Other","7.1","u"
"2015","Greece","Females","From 25 to 29 years","Percentage","Could not find a full-time job","77.9",""
"2015","Greece","Females","From 25 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Greece","Females","From 25 to 29 years","Percentage","Other family or personal responsabilities","4.8","u"
"2015","Greece","Females","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","5.0","u"
"2015","Greece","Females","From 25 to 29 years","Percentage","In education or training",":","u"
"2015","Greece","Females","From 25 to 29 years","Percentage","Other","7.6","u"
"2015","Spain","Total","From 15 to 19 years","Percentage","Could not find a full-time job","38.0",""
"2015","Spain","Total","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2015","Spain","Total","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2015","Spain","Total","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Spain","Total","From 15 to 19 years","Percentage","In education or training","47.3",""
"2015","Spain","Total","From 15 to 19 years","Percentage","Other","14.7",""
"2015","Spain","Total","From 15 to 24 years","Percentage","Could not find a full-time job","54.3",""
"2015","Spain","Total","From 15 to 24 years","Percentage","Own illness or disability",":","c"
"2015","Spain","Total","From 15 to 24 years","Percentage","Other family or personal responsabilities","0.4","u"
"2015","Spain","Total","From 15 to 24 years","Percentage","Looking after children or incapacitated adults","0.3","u"
"2015","Spain","Total","From 15 to 24 years","Percentage","In education or training","33.2",""
"2015","Spain","Total","From 15 to 24 years","Percentage","Other","11.7",""
"2015","Spain","Total","From 15 to 29 years","Percentage","Could not find a full-time job","67.0",""
"2015","Spain","Total","From 15 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Spain","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities","0.3","u"
"2015","Spain","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","1.1",""
"2015","Spain","Total","From 15 to 29 years","Percentage","In education or training","21.4",""
"2015","Spain","Total","From 15 to 29 years","Percentage","Other","10.0",""
"2015","Spain","Total","From 20 to 24 years","Percentage","Could not find a full-time job","57.7",""
"2015","Spain","Total","From 20 to 24 years","Percentage","Own illness or disability",":","c"
"2015","Spain","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities","0.5","u"
"2015","Spain","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults","0.4","u"
"2015","Spain","Total","From 20 to 24 years","Percentage","In education or training","30.2",""
"2015","Spain","Total","From 20 to 24 years","Percentage","Other","11.0",""
"2015","Spain","Total","From 20 to 29 years","Percentage","Could not find a full-time job","69.5",""
"2015","Spain","Total","From 20 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Spain","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities","0.4","u"
"2015","Spain","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","1.2",""
"2015","Spain","Total","From 20 to 29 years","Percentage","In education or training","19.2",""
"2015","Spain","Total","From 20 to 29 years","Percentage","Other","9.6",""
"2015","Spain","Total","From 25 to 29 years","Percentage","Could not find a full-time job","77.5",""
"2015","Spain","Total","From 25 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Spain","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2015","Spain","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","1.8",""
"2015","Spain","Total","From 25 to 29 years","Percentage","In education or training","11.7",""
"2015","Spain","Total","From 25 to 29 years","Percentage","Other","8.6",""
"2015","Spain","Males","From 15 to 19 years","Percentage","Could not find a full-time job","38.4",""
"2015","Spain","Males","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2015","Spain","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2015","Spain","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Spain","Males","From 15 to 19 years","Percentage","In education or training","45.1",""
"2015","Spain","Males","From 15 to 19 years","Percentage","Other","16.5","u"
"2015","Spain","Males","From 15 to 24 years","Percentage","Could not find a full-time job","58.6",""
"2015","Spain","Males","From 15 to 24 years","Percentage","Own illness or disability",":",""
"2015","Spain","Males","From 15 to 24 years","Percentage","Other family or personal responsabilities",":",""
"2015","Spain","Males","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Spain","Males","From 15 to 24 years","Percentage","In education or training","32.0",""
"2015","Spain","Males","From 15 to 24 years","Percentage","Other","9.4",""
"2015","Spain","Males","From 15 to 29 years","Percentage","Could not find a full-time job","66.3",""
"2015","Spain","Males","From 15 to 29 years","Percentage","Own illness or disability",":",""
"2015","Spain","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities",":",""
"2015","Spain","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Spain","Males","From 15 to 29 years","Percentage","In education or training","24.2",""
"2015","Spain","Males","From 15 to 29 years","Percentage","Other","9.4",""
"2015","Spain","Males","From 20 to 24 years","Percentage","Could not find a full-time job","63.6",""
"2015","Spain","Males","From 20 to 24 years","Percentage","Own illness or disability",":",""
"2015","Spain","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities",":",""
"2015","Spain","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Spain","Males","From 20 to 24 years","Percentage","In education or training","28.7",""
"2015","Spain","Males","From 20 to 24 years","Percentage","Other","7.7",""
"2015","Spain","Males","From 20 to 29 years","Percentage","Could not find a full-time job","69.3",""
"2015","Spain","Males","From 20 to 29 years","Percentage","Own illness or disability",":",""
"2015","Spain","Males","From 20 to 29 years","Percentage","Other family or personal responsabilities",":",""
"2015","Spain","Males","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Spain","Males","From 20 to 29 years","Percentage","In education or training","22.0",""
"2015","Spain","Males","From 20 to 29 years","Percentage","Other","8.7",""
"2015","Spain","Males","From 25 to 29 years","Percentage","Could not find a full-time job","73.5",""
"2015","Spain","Males","From 25 to 29 years","Percentage","Own illness or disability",":",""
"2015","Spain","Males","From 25 to 29 years","Percentage","Other family or personal responsabilities",":",""
"2015","Spain","Males","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Spain","Males","From 25 to 29 years","Percentage","In education or training","17.1",""
"2015","Spain","Males","From 25 to 29 years","Percentage","Other","9.5",""
"2015","Spain","Females","From 15 to 19 years","Percentage","Could not find a full-time job","37.6",""
"2015","Spain","Females","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2015","Spain","Females","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2015","Spain","Females","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Spain","Females","From 15 to 19 years","Percentage","In education or training","49.3",""
"2015","Spain","Females","From 15 to 19 years","Percentage","Other",":","c"
"2015","Spain","Females","From 15 to 24 years","Percentage","Could not find a full-time job","51.3",""
"2015","Spain","Females","From 15 to 24 years","Percentage","Own illness or disability",":","c"
"2015","Spain","Females","From 15 to 24 years","Percentage","Other family or personal responsabilities","0.8","u"
"2015","Spain","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults","0.6","u"
"2015","Spain","Females","From 15 to 24 years","Percentage","In education or training","34.0",""
"2015","Spain","Females","From 15 to 24 years","Percentage","Other","13.3",""
"2015","Spain","Females","From 15 to 29 years","Percentage","Could not find a full-time job","67.4",""
"2015","Spain","Females","From 15 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Spain","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities","0.5","u"
"2015","Spain","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","1.8",""
"2015","Spain","Females","From 15 to 29 years","Percentage","In education or training","19.7",""
"2015","Spain","Females","From 15 to 29 years","Percentage","Other","10.4",""
"2015","Spain","Females","From 20 to 24 years","Percentage","Could not find a full-time job","53.8",""
"2015","Spain","Females","From 20 to 24 years","Percentage","Own illness or disability",":","c"
"2015","Spain","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities","0.9","u"
"2015","Spain","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults","0.7","u"
"2015","Spain","Females","From 20 to 24 years","Percentage","In education or training","31.1",""
"2015","Spain","Females","From 20 to 24 years","Percentage","Other","13.3",""
"2015","Spain","Females","From 20 to 29 years","Percentage","Could not find a full-time job","69.6",""
"2015","Spain","Females","From 20 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Spain","Females","From 20 to 29 years","Percentage","Other family or personal responsabilities","0.6","u"
"2015","Spain","Females","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","2.0",""
"2015","Spain","Females","From 20 to 29 years","Percentage","In education or training","17.5",""
"2015","Spain","Females","From 20 to 29 years","Percentage","Other","10.2",""
"2015","Spain","Females","From 25 to 29 years","Percentage","Could not find a full-time job","79.9",""
"2015","Spain","Females","From 25 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Spain","Females","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2015","Spain","Females","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","2.8",""
"2015","Spain","Females","From 25 to 29 years","Percentage","In education or training","8.6",""
"2015","Spain","Females","From 25 to 29 years","Percentage","Other","8.2",""
"2015","France","Total","From 15 to 19 years","Percentage","Could not find a full-time job","43.3",""
"2015","France","Total","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2015","France","Total","From 15 to 19 years","Percentage","Other family or personal responsabilities",":","u"
"2015","France","Total","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","France","Total","From 15 to 19 years","Percentage","In education or training","50.9",""
"2015","France","Total","From 15 to 19 years","Percentage","Other",":","c"
"2015","France","Total","From 15 to 24 years","Percentage","Could not find a full-time job","55.8",""
"2015","France","Total","From 15 to 24 years","Percentage","Own illness or disability",":","u"
"2015","France","Total","From 15 to 24 years","Percentage","Other family or personal responsabilities","4.3",""
"2015","France","Total","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2015","France","Total","From 15 to 24 years","Percentage","In education or training","37.4",""
"2015","France","Total","From 15 to 24 years","Percentage","Other","1.6","u"
"2015","France","Total","From 15 to 29 years","Percentage","Could not find a full-time job","59.2",""
"2015","France","Total","From 15 to 29 years","Percentage","Own illness or disability","0.8","u"
"2015","France","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities","4.7",""
"2015","France","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","7.9",""
"2015","France","Total","From 15 to 29 years","Percentage","In education or training","25.5",""
"2015","France","Total","From 15 to 29 years","Percentage","Other","1.9",""
"2015","France","Total","From 20 to 24 years","Percentage","Could not find a full-time job","58.5",""
"2015","France","Total","From 20 to 24 years","Percentage","Own illness or disability",":","u"
"2015","France","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities","4.0",""
"2015","France","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2015","France","Total","From 20 to 24 years","Percentage","In education or training","34.5",""
"2015","France","Total","From 20 to 24 years","Percentage","Other","1.9","u"
"2015","France","Total","From 20 to 29 years","Percentage","Could not find a full-time job","60.9",""
"2015","France","Total","From 20 to 29 years","Percentage","Own illness or disability","0.9","u"
"2015","France","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities","4.6",""
"2015","France","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","8.8",""
"2015","France","Total","From 20 to 29 years","Percentage","In education or training","22.8",""
"2015","France","Total","From 20 to 29 years","Percentage","Other","2.1",""
"2015","France","Total","From 25 to 29 years","Percentage","Could not find a full-time job","63.2",""
"2015","France","Total","From 25 to 29 years","Percentage","Own illness or disability",":","u"
"2015","France","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities","5.2",""
"2015","France","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","16.6",""
"2015","France","Total","From 25 to 29 years","Percentage","In education or training","11.6",""
"2015","France","Total","From 25 to 29 years","Percentage","Other","2.2","u"
"2015","France","Males","From 15 to 19 years","Percentage","Could not find a full-time job","40.9","u"
"2015","France","Males","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2015","France","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities","8.7","u"
"2015","France","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","France","Males","From 15 to 19 years","Percentage","In education or training","50.3","u"
"2015","France","Males","From 15 to 19 years","Percentage","Other","0.1","u"
"2015","France","Males","From 15 to 24 years","Percentage","Could not find a full-time job","50.5",""
"2015","France","Males","From 15 to 24 years","Percentage","Own illness or disability",":","u"
"2015","France","Males","From 15 to 24 years","Percentage","Other family or personal responsabilities","5.0","u"
"2015","France","Males","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","France","Males","From 15 to 24 years","Percentage","In education or training","43.3",""
"2015","France","Males","From 15 to 24 years","Percentage","Other",":","u"
"2015","France","Males","From 15 to 29 years","Percentage","Could not find a full-time job","58.1",""
"2015","France","Males","From 15 to 29 years","Percentage","Own illness or disability",":","u"
"2015","France","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities","5.1",""
"2015","France","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":","c"
"2015","France","Males","From 15 to 29 years","Percentage","In education or training","33.6",""
"2015","France","Males","From 15 to 29 years","Percentage","Other","2.0","u"
"2015","France","Males","From 20 to 24 years","Percentage","Could not find a full-time job","52.8",""
"2015","France","Males","From 20 to 24 years","Percentage","Own illness or disability",":","u"
"2015","France","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities","4.1","u"
"2015","France","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","France","Males","From 20 to 24 years","Percentage","In education or training","41.7",""
"2015","France","Males","From 20 to 24 years","Percentage","Other",":","u"
"2015","France","Males","From 20 to 29 years","Percentage","Could not find a full-time job","60.3",""
"2015","France","Males","From 20 to 29 years","Percentage","Own illness or disability",":","u"
"2015","France","Males","From 20 to 29 years","Percentage","Other family or personal responsabilities","4.6",""
"2015","France","Males","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":","c"
"2015","France","Males","From 20 to 29 years","Percentage","In education or training","31.5",""
"2015","France","Males","From 20 to 29 years","Percentage","Other","2.2","u"
"2015","France","Males","From 25 to 29 years","Percentage","Could not find a full-time job","68.9",""
"2015","France","Males","From 25 to 29 years","Percentage","Own illness or disability",":","u"
"2015","France","Males","From 25 to 29 years","Percentage","Other family or personal responsabilities","5.2","u"
"2015","France","Males","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":","c"
"2015","France","Males","From 25 to 29 years","Percentage","In education or training","19.8",""
"2015","France","Males","From 25 to 29 years","Percentage","Other","4.3","u"
"2015","France","Females","From 15 to 19 years","Percentage","Could not find a full-time job","44.8",""
"2015","France","Females","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2015","France","Females","From 15 to 19 years","Percentage","Other family or personal responsabilities",":","u"
"2015","France","Females","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","France","Females","From 15 to 19 years","Percentage","In education or training","51.2",""
"2015","France","Females","From 15 to 19 years","Percentage","Other",":","c"
"2015","France","Females","From 15 to 24 years","Percentage","Could not find a full-time job","58.8",""
"2015","France","Females","From 15 to 24 years","Percentage","Own illness or disability",":","u"
"2015","France","Females","From 15 to 24 years","Percentage","Other family or personal responsabilities","4.0",""
"2015","France","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2015","France","Females","From 15 to 24 years","Percentage","In education or training","34.1",""
"2015","France","Females","From 15 to 24 years","Percentage","Other","2.3","u"
"2015","France","Females","From 15 to 29 years","Percentage","Could not find a full-time job","59.8",""
"2015","France","Females","From 15 to 29 years","Percentage","Own illness or disability",":","u"
"2015","France","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities","4.5",""
"2015","France","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","11.6",""
"2015","France","Females","From 15 to 29 years","Percentage","In education or training","21.5",""
"2015","France","Females","From 15 to 29 years","Percentage","Other","1.8",""
"2015","France","Females","From 20 to 24 years","Percentage","Could not find a full-time job","61.6",""
"2015","France","Females","From 20 to 24 years","Percentage","Own illness or disability",":","u"
"2015","France","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities","4.0",""
"2015","France","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2015","France","Females","From 20 to 24 years","Percentage","In education or training","30.6",""
"2015","France","Females","From 20 to 24 years","Percentage","Other","2.8","u"
"2015","France","Females","From 20 to 29 years","Percentage","Could not find a full-time job","61.2",""
"2015","France","Females","From 20 to 29 years","Percentage","Own illness or disability",":","u"
"2015","France","Females","From 20 to 29 years","Percentage","Other family or personal responsabilities","4.6",""
"2015","France","Females","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","12.7",""
"2015","France","Females","From 20 to 29 years","Percentage","In education or training","18.7",""
"2015","France","Females","From 20 to 29 years","Percentage","Other","2.0",""
"2015","France","Females","From 25 to 29 years","Percentage","Could not find a full-time job","60.8",""
"2015","France","Females","From 25 to 29 years","Percentage","Own illness or disability",":","u"
"2015","France","Females","From 25 to 29 years","Percentage","Other family or personal responsabilities","5.2",""
"2015","France","Females","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","23.1",""
"2015","France","Females","From 25 to 29 years","Percentage","In education or training","8.2",""
"2015","France","Females","From 25 to 29 years","Percentage","Other",":","u"
"2015","Croatia","Total","From 15 to 19 years","Percentage","Could not find a full-time job",":","c"
"2015","Croatia","Total","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2015","Croatia","Total","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2015","Croatia","Total","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Total","From 15 to 19 years","Percentage","In education or training",":","u"
"2015","Croatia","Total","From 15 to 19 years","Percentage","Other","56.4","u"
"2015","Croatia","Total","From 15 to 24 years","Percentage","Could not find a full-time job","24.4","u"
"2015","Croatia","Total","From 15 to 24 years","Percentage","Own illness or disability",":",""
"2015","Croatia","Total","From 15 to 24 years","Percentage","Other family or personal responsabilities",":",""
"2015","Croatia","Total","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Total","From 15 to 24 years","Percentage","In education or training","39.0","u"
"2015","Croatia","Total","From 15 to 24 years","Percentage","Other","36.6","u"
"2015","Croatia","Total","From 15 to 29 years","Percentage","Could not find a full-time job","31.9","u"
"2015","Croatia","Total","From 15 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Croatia","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2015","Croatia","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Total","From 15 to 29 years","Percentage","In education or training","25.0","u"
"2015","Croatia","Total","From 15 to 29 years","Percentage","Other","39.9","u"
"2015","Croatia","Total","From 20 to 24 years","Percentage","Could not find a full-time job","27.5","u"
"2015","Croatia","Total","From 20 to 24 years","Percentage","Own illness or disability",":",""
"2015","Croatia","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities",":",""
"2015","Croatia","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Total","From 20 to 24 years","Percentage","In education or training","40.8","u"
"2015","Croatia","Total","From 20 to 24 years","Percentage","Other","31.7","u"
"2015","Croatia","Total","From 20 to 29 years","Percentage","Could not find a full-time job","34.4","u"
"2015","Croatia","Total","From 20 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Croatia","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2015","Croatia","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Total","From 20 to 29 years","Percentage","In education or training","24.1","u"
"2015","Croatia","Total","From 20 to 29 years","Percentage","Other","37.8","u"
"2015","Croatia","Total","From 25 to 29 years","Percentage","Could not find a full-time job","41.5","u"
"2015","Croatia","Total","From 25 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Croatia","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2015","Croatia","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Total","From 25 to 29 years","Percentage","In education or training",":","u"
"2015","Croatia","Total","From 25 to 29 years","Percentage","Other","44.2","u"
"2015","Croatia","Males","From 15 to 19 years","Percentage","Could not find a full-time job",":","c"
"2015","Croatia","Males","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2015","Croatia","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2015","Croatia","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Males","From 15 to 19 years","Percentage","In education or training",":","u"
"2015","Croatia","Males","From 15 to 19 years","Percentage","Other",":","u"
"2015","Croatia","Males","From 15 to 24 years","Percentage","Could not find a full-time job","23.3","u"
"2015","Croatia","Males","From 15 to 24 years","Percentage","Own illness or disability",":",""
"2015","Croatia","Males","From 15 to 24 years","Percentage","Other family or personal responsabilities",":",""
"2015","Croatia","Males","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Males","From 15 to 24 years","Percentage","In education or training","34.5","u"
"2015","Croatia","Males","From 15 to 24 years","Percentage","Other","42.2","u"
"2015","Croatia","Males","From 15 to 29 years","Percentage","Could not find a full-time job","38.2","u"
"2015","Croatia","Males","From 15 to 29 years","Percentage","Own illness or disability",":",""
"2015","Croatia","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2015","Croatia","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Males","From 15 to 29 years","Percentage","In education or training","22.4","u"
"2015","Croatia","Males","From 15 to 29 years","Percentage","Other","37.2","u"
"2015","Croatia","Males","From 20 to 24 years","Percentage","Could not find a full-time job","24.1","u"
"2015","Croatia","Males","From 20 to 24 years","Percentage","Own illness or disability",":",""
"2015","Croatia","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities",":",""
"2015","Croatia","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Males","From 20 to 24 years","Percentage","In education or training","32.7","u"
"2015","Croatia","Males","From 20 to 24 years","Percentage","Other","43.1","u"
"2015","Croatia","Males","From 20 to 29 years","Percentage","Could not find a full-time job","41.0","u"
"2015","Croatia","Males","From 20 to 29 years","Percentage","Own illness or disability",":",""
"2015","Croatia","Males","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2015","Croatia","Males","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Males","From 20 to 29 years","Percentage","In education or training","19.6","u"
"2015","Croatia","Males","From 20 to 29 years","Percentage","Other","36.9","u"
"2015","Croatia","Males","From 25 to 29 years","Percentage","Could not find a full-time job","58.4","u"
"2015","Croatia","Males","From 25 to 29 years","Percentage","Own illness or disability",":",""
"2015","Croatia","Males","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2015","Croatia","Males","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Males","From 25 to 29 years","Percentage","In education or training",":","c"
"2015","Croatia","Males","From 25 to 29 years","Percentage","Other","30.4","u"
"2015","Croatia","Females","From 15 to 19 years","Percentage","Could not find a full-time job",":",""
"2015","Croatia","Females","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2015","Croatia","Females","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2015","Croatia","Females","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Females","From 15 to 19 years","Percentage","In education or training",":","u"
"2015","Croatia","Females","From 15 to 19 years","Percentage","Other",":","u"
"2015","Croatia","Females","From 15 to 24 years","Percentage","Could not find a full-time job","25.5","u"
"2015","Croatia","Females","From 15 to 24 years","Percentage","Own illness or disability",":",""
"2015","Croatia","Females","From 15 to 24 years","Percentage","Other family or personal responsabilities",":",""
"2015","Croatia","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Females","From 15 to 24 years","Percentage","In education or training","43.5","u"
"2015","Croatia","Females","From 15 to 24 years","Percentage","Other","31.0","u"
"2015","Croatia","Females","From 15 to 29 years","Percentage","Could not find a full-time job","25.8","u"
"2015","Croatia","Females","From 15 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Croatia","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2015","Croatia","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Females","From 15 to 29 years","Percentage","In education or training","27.4","u"
"2015","Croatia","Females","From 15 to 29 years","Percentage","Other","42.5","u"
"2015","Croatia","Females","From 20 to 24 years","Percentage","Could not find a full-time job","30.5","u"
"2015","Croatia","Females","From 20 to 24 years","Percentage","Own illness or disability",":",""
"2015","Croatia","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities",":",""
"2015","Croatia","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2015","Croatia","Females","From 20 to 24 years","Percentage","In education or training","48.2","u"
"2015","Croatia","Females","From 20 to 24 years","Percentage","Other","21.3","u"
"2015","Croatia","Females","From 20 to 29 years","Percentage","Could not find a full-time job","28.3","u"
"2015","Croatia","Females","From 20 to 29 years","Percentage","Own illness or disability",":","c"
"2015","Croatia","Females","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2015","Croatia","Females","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
